Tamanio,Iteracion,Ntiradas_Ganar,LineaGanadora
5,597,25,N
5,598,25,N
5,599,25,N
5,600,25,N
5,601,25,N
5,602,22,H
5,603,25,N
5,604,16,D
5,605,25,N
5,606,23,V
5,607,24,H
5,608,25,N
5,609,25,N
5,610,25,N
5,611,25,V
5,612,25,N
5,613,25,N
5,614,22,H
5,615,25,N
5,616,19,V
5,617,25,N
5,618,24,V
5,619,25,N
5,620,25,N
5,621,20,H
5,622,22,V
5,623,25,N
5,624,22,H
5,625,25,N
5,626,25,D
5,627,25,N
5,628,24,V
5,629,23,V
5,630,20,D
5,631,25,N
5,632,25,N
5,633,25,N
5,634,25,N
5,635,18,V
5,636,25,N
5,637,25,N
5,638,25,N
5,639,25,N
5,640,25,N
5,641,25,N
5,642,25,N
5,643,25,V
5,644,25,N
5,645,25,N
5,646,25,N
5,647,25,N
5,648,25,N
5,649,25,N
5,650,25,N
5,651,25,N
5,652,25,N
5,653,25,N
5,654,25,N
5,655,25,N
5,656,25,N
5,657,25,N
5,658,23,H
5,659,23,V
5,660,17,V
5,661,25,H
5,662,25,N
5,663,24,V
5,664,24,V
5,665,25,V
5,666,20,H
5,667,25,N
5,668,25,N
5,669,25,N
5,670,25,N
5,671,25,N
5,672,13,H
5,673,25,N
5,674,25,N
5,675,21,H
5,676,25,N
5,677,13,H
5,678,22,D
5,679,25,N
5,680,25,N
5,681,23,H
5,682,25,N
5,683,23,H
5,684,25,N
5,685,25,V
5,686,21,V
5,687,25,N
5,688,25,N
5,689,23,D
5,690,25,V
5,691,25,N
5,692,25,N
5,693,21,V
5,694,23,H
5,695,24,H
5,696,24,H
5,697,22,D
5,698,25,N
5,699,17,H
5,700,25,N
5,701,25,N
5,702,25,N
5,703,25,N
5,704,25,N
5,705,25,N
5,706,25,N
5,707,23,V
5,708,19,V
5,709,25,N
5,710,25,N
5,711,23,V
5,712,23,V
5,713,25,N
5,714,24,V
5,715,25,N
5,716,25,H
5,717,25,V
5,718,22,H
5,719,18,H
5,720,25,N
5,721,25,V
5,722,25,N
5,723,22,V
5,724,25,H
5,725,25,N
5,726,16,D
5,727,25,N
5,728,20,H
5,729,25,N
5,730,25,N
5,731,25,N
5,732,25,N
5,733,21,V
5,734,25,N
5,735,11,H
5,736,25,N
5,737,25,N
5,738,23,V
5,739,25,N
5,740,24,V
5,741,25,N
5,742,25,N
5,743,25,N
5,744,25,N
5,745,25,N
5,746,25,N
5,747,23,V
5,748,19,H
5,749,17,V
5,750,21,V
5,751,25,N
5,752,12,D
5,753,25,V
5,754,25,N
5,755,22,H
5,756,25,N
5,757,25,N
5,758,25,N
5,759,25,N
5,760,24,D
5,761,25,N
5,762,25,H
5,763,25,N
5,764,21,H
5,765,25,N
5,766,24,H
5,767,22,D
5,768,25,N
5,769,20,H
5,770,25,N
5,771,16,V
5,772,20,H
5,773,25,N
5,774,15,H
5,775,25,N
5,776,25,N
5,777,24,H
5,778,25,N
5,779,25,N
5,780,25,N
5,781,25,N
5,782,25,N
5,783,25,N
5,784,25,N
5,785,25,V
5,786,25,N
5,787,13,V
5,788,25,N
5,789,25,N
5,790,25,N
5,791,22,H
5,792,25,N
5,793,23,H
5,794,25,N
5,795,23,D
5,796,19,V
5,797,25,N
5,798,23,V
5,799,25,N
5,800,25,N
5,801,25,N
5,802,21,H
5,803,25,H
5,804,25,N
5,805,18,D
5,806,25,V
5,807,25,V
5,808,20,D
5,809,25,N
5,810,25,N
5,811,24,V
5,812,23,V
5,813,22,H
5,814,25,N
5,815,25,N
5,816,25,N
5,817,25,N
5,818,25,N
5,819,25,N
5,820,25,N
5,821,25,V
5,822,25,H
5,823,25,N
5,824,25,N
5,825,25,N
5,826,23,V
5,827,24,V
5,828,25,N
5,829,25,N
5,830,25,N
5,831,25,N
5,832,13,V
5,833,22,D
5,834,25,N
5,835,25,N
5,836,25,N
5,837,25,N
5,838,20,H
5,839,25,N
5,840,25,N
5,841,25,V
5,842,25,N
5,843,25,N
5,844,23,V
5,845,24,H
5,846,25,N
5,847,20,D
5,848,22,D
5,849,23,D
5,850,23,V
5,851,19,V
5,852,21,H
5,853,25,N
5,854,23,H
5,855,25,V
5,856,22,V
5,857,25,N
5,858,25,N
5,859,21,H
5,860,25,N
5,861,25,N
5,862,22,H
5,863,25,N
5,864,22,V
5,865,25,N
5,866,14,H
5,867,16,D
5,868,25,N
5,869,25,N
5,870,23,V
5,871,25,N
5,872,25,H
5,873,18,H
5,874,25,N
5,875,19,H
5,876,25,N
5,877,15,V
5,878,22,H
5,879,25,N
5,880,25,N
5,881,22,V
5,882,25,D
5,883,25,N
5,884,25,N
5,885,24,V
5,886,18,V
5,887,25,H
5,888,25,N
5,889,20,V
5,890,25,N
5,891,25,N
5,892,25,N
5,893,25,N
5,894,21,H
5,895,25,N
5,896,25,N
5,897,25,N
5,898,25,N
5,899,23,D
5,900,25,N
5,901,24,V
5,902,25,N
5,903,25,V
5,904,25,N
5,905,17,V
5,906,25,N
5,907,25,N
5,908,25,N
5,909,25,N
5,910,18,H
5,911,25,N
5,912,25,N
5,913,25,N
5,914,25,D
5,915,25,D
5,916,25,N
5,917,25,H
5,918,21,H
5,919,21,V
5,920,25,N
5,921,23,H
5,922,25,N
5,923,25,N
5,924,25,N
5,925,25,N
5,926,25,N
5,927,25,N
5,928,24,H
5,929,25,N
5,930,25,N
5,931,23,V
5,932,22,V
5,933,25,N
5,934,25,N
5,935,25,N
5,936,16,H
5,937,25,N
5,938,21,V
5,939,23,D
5,940,25,N
5,941,23,H
5,942,23,H
5,943,19,D
5,944,25,D
5,945,15,V
5,946,25,N
5,947,25,N
5,948,25,H
5,949,25,N
5,950,24,H
5,951,25,N
5,952,25,N
5,953,25,N
5,954,22,H
5,955,25,N
5,956,25,N
5,957,25,N
5,958,25,N
5,959,25,N
5,960,25,N
5,961,25,H
5,962,25,N
5,963,25,N
5,964,25,N
5,965,25,N
5,966,25,N
5,967,21,D
5,968,25,N
5,969,23,V
5,970,25,N
5,971,15,V
5,972,25,N
5,973,23,V
5,974,25,V
5,975,25,N
5,976,25,N
5,977,25,N
5,978,25,N
5,979,24,H
5,980,19,D
5,981,25,N
5,982,22,H
5,983,19,H
5,984,25,N
5,985,25,N
5,986,19,V
5,987,24,H
5,988,25,N
5,989,25,N
5,990,23,H
5,991,25,N
5,992,25,V
5,993,25,N
5,994,25,N
5,995,25,N
5,996,25,N
5,997,25,N
5,998,25,V
5,999,25,N
5,1000,25,N
5,1001,25,N
5,1002,25,N
5,1003,25,N
5,1004,23,H
5,1005,23,V
5,1006,23,D
5,1007,24,H
5,1008,25,D
5,1009,25,N
5,1010,25,N
5,1011,25,N
5,1012,23,H
5,1013,22,H
5,1014,20,H
5,1015,23,D
5,1016,23,D
5,1017,25,N
5,1018,25,N
5,1019,25,N
5,1020,25,N
5,1021,23,H
5,1022,19,H
5,1023,25,N
5,1024,25,V
5,1025,25,V
5,1026,25,N
5,1027,25,N
5,1028,25,N
5,1029,24,V
5,1030,20,H
5,1031,25,N
5,1032,19,V
5,1033,25,V
5,1034,25,N
5,1035,25,N
5,1036,25,N
5,1037,25,D
5,1038,25,N
5,1039,25,N
5,1040,25,N
5,1041,25,N
5,1042,25,N
5,1043,16,H
5,1044,25,N
5,1045,25,N
5,1046,24,H
5,1047,24,H
5,1048,25,N
5,1049,25,N
5,1050,25,H
5,1051,18,V
5,1052,24,V
5,1053,25,N
5,1054,25,N
5,1055,24,H
5,1056,25,N
5,1057,25,N
5,1058,25,N
5,1059,25,N
5,1060,25,N
5,1061,22,D
5,1062,25,N
5,1063,19,D
5,1064,20,V
5,1065,25,N
5,1066,25,N
5,1067,25,N
5,1068,25,N
5,1069,25,N
5,1070,25,N
5,1071,25,N
5,1072,25,N
5,1073,25,N
5,1074,25,N
5,1075,25,N
5,1076,24,D
5,1077,22,V
5,1078,25,N
5,1079,23,V
5,1080,25,H
5,1081,24,H
5,1082,25,N
5,1083,25,N
5,1084,25,N
5,1085,23,V
5,1086,25,N
5,1087,18,H
5,1088,25,N
5,1089,25,N
5,1090,25,N
5,1091,24,H
5,1092,25,N
5,1093,23,H
5,1094,25,N
5,1095,25,V
5,1096,22,H
5,1097,19,D
5,1098,25,N
5,1099,23,H
5,1100,25,N
5,1101,25,D
5,1102,18,D
5,1103,19,V
5,1104,25,N
5,1105,25,N
5,1106,25,N
5,1107,21,V
5,1108,23,V
5,1109,18,H
5,1110,25,N
5,1111,21,V
5,1112,25,N
5,1113,25,N
5,1114,25,N
5,1115,24,H
5,1116,25,N
5,1117,25,H
5,1118,25,N
5,1119,25,N
5,1120,24,D
5,1121,25,N
5,1122,25,N
5,1123,25,N
5,1124,19,H
5,1125,25,N
5,1126,25,N
5,1127,25,N
5,1128,23,H
5,1129,25,N
5,1130,25,N
5,1131,25,N
5,1132,23,H
5,1133,25,V
5,1134,25,N
5,1135,25,N
5,1136,25,N
5,1137,25,N
5,1138,25,N
5,1139,25,N
5,1140,25,N
5,1141,25,N
5,1142,23,D
5,1143,24,V
5,1144,25,N
5,1145,25,N
5,1146,25,H
5,1147,18,V
5,1148,25,N
5,1149,25,N
5,1150,25,N
5,1151,25,N
5,1152,17,H
5,1153,25,V
5,1154,17,H
5,1155,25,N
5,1156,25,N
5,1157,24,V
5,1158,23,V
5,1159,25,N
5,1160,25,H
5,1161,25,N
5,1162,25,N
5,1163,25,N
5,1164,21,H
5,1165,25,N
5,1166,25,N
5,1167,25,N
5,1168,25,N
5,1169,25,N
5,1170,23,V
5,1171,25,V
5,1172,25,N
5,1173,25,N
5,1174,25,H
5,1175,25,N
5,1176,25,N
5,1177,25,N
5,1178,25,N
5,1179,24,D
5,1180,25,N
5,1181,24,V
5,1182,25,N
5,1183,23,V
5,1184,25,N
5,1185,21,V
5,1186,25,N
5,1187,25,N
5,1188,25,N
5,1189,25,N
5,1190,23,H
5,1191,25,N
5,1192,23,V
5,1193,21,V
5,1194,25,N
5,1195,25,N
5,1196,21,V
5,1197,25,N
5,1198,25,N
5,1199,21,V
5,1200,15,V
5,1201,25,N
5,1202,25,N
5,1203,25,N
5,1204,22,D
5,1205,25,N
5,1206,21,H
5,1207,25,N
5,1208,25,N
5,1209,22,H
5,1210,25,N
5,1211,25,N
5,1212,25,N
5,1213,20,H
5,1214,25,N
5,1215,25,N
5,1216,25,N
5,1217,25,N
5,1218,25,N
5,1219,25,N
5,1220,25,N
5,1221,23,V
5,1222,25,N
5,1223,19,D
5,1224,25,H
5,1225,25,N
5,1226,23,V
5,1227,25,N
5,1228,22,V
5,1229,20,H
5,1230,25,N
5,1231,25,N
5,1232,25,N
5,1233,25,N
5,1234,25,N
5,1235,25,N
5,1236,25,N
5,1237,25,N
5,1238,25,N
5,1239,25,H
5,1240,25,H
5,1241,25,N
5,1242,25,N
5,1243,25,V
5,1244,25,N
5,1245,21,H
5,1246,25,N
5,1247,25,N
5,1248,25,N
5,1249,24,H
5,1250,21,D
5,1251,25,N
5,1252,20,V
5,1253,25,N
5,1254,22,H
5,1255,18,V
5,1256,25,N
5,1257,21,D
5,1258,15,V
5,1259,25,N
5,1260,25,N
5,1261,25,N
5,1262,22,D
5,1263,25,N
5,1264,25,N
5,1265,25,N
5,1266,25,N
5,1267,25,N
5,1268,25,N
5,1269,13,V
5,1270,21,H
5,1271,25,D
5,1272,25,N
5,1273,25,N
5,1274,23,V
5,1275,23,V
5,1276,25,N
5,1277,25,N
5,1278,25,H
5,1279,25,N
5,1280,25,N
5,1281,25,N
5,1282,25,N
5,1283,23,V
5,1284,25,N
5,1285,24,H
5,1286,23,V
5,1287,25,N
5,1288,25,N
5,1289,25,N
5,1290,25,V
5,1291,25,N
5,1292,23,H
5,1293,25,N
5,1294,25,V
5,1295,25,N
5,1296,25,N
5,1297,25,N
5,1298,25,N
5,1299,19,V
5,1300,25,N
5,1301,25,N
5,1302,25,N
5,1303,25,V
5,1304,14,H
5,1305,22,H
5,1306,21,H
5,1307,25,N
5,1308,25,N
5,1309,20,H
5,1310,25,N
5,1311,13,H
5,1312,25,N
5,1313,24,V
5,1314,25,N
5,1315,19,H
5,1316,25,N
5,1317,25,N
5,1318,25,N
5,1319,20,H
5,1320,25,N
5,1321,25,N
5,1322,24,H
5,1323,21,H
5,1324,25,N
5,1325,25,N
5,1326,24,V
5,1327,25,N
5,1328,24,H
5,1329,25,N
5,1330,16,H
5,1331,23,V
5,1332,25,N
5,1333,13,V
5,1334,25,N
5,1335,25,N
5,1336,22,D
5,1337,24,V
5,1338,25,N
5,1339,25,N
5,1340,25,N
5,1341,25,N
5,1342,25,N
5,1343,25,N
5,1344,25,N
5,1345,25,N
5,1346,25,N
5,1347,25,N
5,1348,21,V
5,1349,25,N
5,1350,25,N
5,1351,25,N
5,1352,25,N
5,1353,19,V
5,1354,25,N
5,1355,17,H
5,1356,25,N
5,1357,17,H
5,1358,22,H
5,1359,22,H
5,1360,25,N
5,1361,25,N
5,1362,21,H
5,1363,25,N
5,1364,25,H
5,1365,25,N
5,1366,25,N
5,1367,22,H
5,1368,25,N
5,1369,25,N
5,1370,25,N
5,1371,25,N
5,1372,25,N
5,1373,25,N
5,1374,25,N
5,1375,20,D
5,1376,25,N
5,1377,21,V
5,1378,25,N
5,1379,19,D
5,1380,25,N
5,1381,25,N
5,1382,25,N
5,1383,22,V
5,1384,25,N
5,1385,25,N
5,1386,25,N
5,1387,25,N
5,1388,24,V
5,1389,25,N
5,1390,22,H
5,1391,25,N
5,1392,25,N
5,1393,25,D
5,1394,25,N
5,1395,25,N
5,1396,25,N
5,1397,25,N
5,1398,25,N
5,1399,23,D
5,1400,25,N
5,1401,25,N
5,1402,18,V
5,1403,25,H
5,1404,25,N
5,1405,24,H
5,1406,14,H
5,1407,20,V
5,1408,25,N
5,1409,18,H
5,1410,25,N
5,1411,25,N
5,1412,25,N
5,1413,18,V
5,1414,25,N
5,1415,25,V
5,1416,25,N
5,1417,25,N
5,1418,25,N
5,1419,25,N
5,1420,25,N
5,1421,25,N
5,1422,19,H
5,1423,25,N
5,1424,22,V
5,1425,25,N
5,1426,25,N
5,1427,25,N
5,1428,21,V
5,1429,25,N
5,1430,25,N
5,1431,24,V
5,1432,25,H
5,1433,25,V
5,1434,23,D
5,1435,21,H
5,1436,25,H
5,1437,25,N
5,1438,25,V
5,1439,24,V
5,1440,25,N
5,1441,25,N
5,1442,23,H
5,1443,21,H
5,1444,23,H
5,1445,23,V
5,1446,25,D
5,1447,20,H
5,1448,23,V
5,1449,25,N
5,1450,25,N
5,1451,23,V
5,1452,25,N
5,1453,23,H
5,1454,25,N
5,1455,25,N
5,1456,25,H
5,1457,25,N
5,1458,25,N
5,1459,22,H
5,1460,21,V
5,1461,25,N
5,1462,22,H
5,1463,25,N
5,1464,25,N
5,1465,25,N
5,1466,24,H
5,1467,25,H
5,1468,25,N
5,1469,25,N
5,1470,19,V
5,1471,25,N
5,1472,25,N
5,1473,25,N
5,1474,25,N
5,1475,23,H
5,1476,21,V
5,1477,25,N
5,1478,23,V
5,1479,25,N
5,1480,22,V
5,1481,25,N
5,1482,23,H
5,1483,15,D
5,1484,25,V
5,1485,25,N
5,1486,25,N
5,1487,15,D
5,1488,25,N
5,1489,25,N
5,1490,25,N
5,1491,25,N
5,1492,22,D
5,1493,23,H
5,1494,21,H
5,1495,20,H
5,1496,25,N
5,1497,25,N
5,1498,25,N
5,1499,19,H
5,1500,23,V
5,1501,15,D
5,1502,25,N
5,1503,20,V
5,1504,22,V
5,1505,22,H
5,1506,25,H
5,1507,25,N
5,1508,25,N
5,1509,25,N
5,1510,24,H
5,1511,25,N
5,1512,25,N
5,1513,25,N
5,1514,19,V
5,1515,21,H
5,1516,23,V
5,1517,25,N
5,1518,25,N
5,1519,19,V
5,1520,19,D
5,1521,25,N
5,1522,25,N
5,1523,25,N
5,1524,23,V
5,1525,25,N
5,1526,25,N
5,1527,25,N
5,1528,25,N
5,1529,25,N
5,1530,23,V
5,1531,24,H
5,1532,25,N
5,1533,21,H
5,1534,25,N
5,1535,25,N
5,1536,16,H
5,1537,25,N
5,1538,25,N
5,1539,22,H
5,1540,25,N
5,1541,25,V
5,1542,25,N
5,1543,24,D
5,1544,25,N
5,1545,25,N
5,1546,25,N
5,1547,25,V
5,1548,25,N
5,1549,25,N
5,1550,25,N
5,1551,25,N
5,1552,25,N
5,1553,25,N
5,1554,25,N
5,1555,13,V
5,1556,21,H
5,1557,25,H
5,1558,25,N
5,1559,22,H
5,1560,20,V
5,1561,25,N
5,1562,25,D
5,1563,25,N
5,1564,25,N
5,1565,18,H
5,1566,25,N
5,1567,25,N
5,1568,25,N
5,1569,25,N
5,1570,25,N
5,1571,25,N
5,1572,17,H
5,1573,25,N
5,1574,19,H
5,1575,25,N
5,1576,25,N
5,1577,25,N
5,1578,25,N
5,1579,21,H
5,1580,25,V
5,1581,17,V
5,1582,21,H
5,1583,25,N
5,1584,25,N
5,1585,22,V
5,1586,25,N
5,1587,22,V
5,1588,25,N
5,1589,25,N
5,1590,25,N
5,1591,25,N
5,1592,25,N
5,1593,25,N
5,1594,22,H
5,1595,25,N
5,1596,25,N
5,1597,20,V
5,1598,25,N
5,1599,25,N
5,1600,25,N
5,1601,25,N
5,1602,25,N
5,1603,25,H
5,1604,25,N
5,1605,25,H
5,1606,25,H
5,1607,25,N
5,1608,20,H
5,1609,25,H
5,1610,25,D
5,1611,25,N
5,1612,21,H
5,1613,25,N
5,1614,21,V
5,1615,22,V
5,1616,21,V
5,1617,25,N
5,1618,22,H
5,1619,25,N
5,1620,25,N
5,1621,25,N
5,1622,25,N
5,1623,25,N
5,1624,25,N
5,1625,25,N
5,1626,25,N
5,1627,21,V
5,1628,25,N
5,1629,25,H
5,1630,25,V
5,1631,21,V
5,1632,25,N
5,1633,25,N
5,1634,25,N
5,1635,16,H
5,1636,21,V
5,1637,24,H
5,1638,25,N
5,1639,25,N
5,1640,25,N
5,1641,25,N
5,1642,25,N
5,1643,25,N
5,1644,22,D
5,1645,25,N
5,1646,25,N
5,1647,23,H
5,1648,20,D
5,1649,25,N
5,1650,25,N
5,1651,25,N
5,1652,23,V
5,1653,25,H
5,1654,25,N
5,1655,25,N
5,1656,21,H
5,1657,25,N
5,1658,19,H
