Tamanio,Iteracion,Ntiradas_Ganar,LineaGanadora
6,399,36,N
6,400,31,H
6,401,36,N
6,402,36,N
6,403,30,V
6,404,35,H
6,405,36,V
6,406,33,V
6,407,36,N
6,408,27,D
6,409,36,N
6,410,36,N
6,411,32,H
6,412,36,N
6,413,36,N
6,414,36,N
6,415,36,N
6,416,36,N
6,417,36,N
6,418,36,N
6,419,36,N
6,420,36,N
6,421,36,N
6,422,36,N
6,423,36,N
6,424,36,N
6,425,36,N
6,426,36,N
6,427,36,N
6,428,36,N
6,429,36,N
6,430,36,N
6,431,36,N
6,432,36,N
6,433,36,N
6,434,36,N
6,435,36,N
6,436,36,N
6,437,36,N
6,438,36,N
6,439,36,N
6,440,36,N
6,441,36,N
6,442,36,N
6,443,32,H
6,444,36,N
6,445,36,N
6,446,36,N
6,447,36,N
6,448,32,H
6,449,36,N
6,450,36,N
6,451,36,N
6,452,35,V
6,453,36,N
6,454,36,N
6,455,36,N
6,456,36,N
6,457,36,N
6,458,36,N
6,459,33,V
6,460,36,N
6,461,36,N
6,462,36,N
6,463,36,N
6,464,32,H
6,465,36,N
6,466,36,V
6,467,30,V
6,468,36,N
6,469,36,N
6,470,36,N
6,471,36,N
6,472,36,N
6,473,36,N
6,474,32,H
6,475,36,N
6,476,33,H
6,477,36,N
6,478,31,D
6,479,36,N
6,480,36,N
6,481,36,N
6,482,36,N
6,483,36,N
6,484,36,N
6,485,36,N
6,486,36,N
6,487,36,N
6,488,35,H
6,489,36,N
6,490,31,V
6,491,36,N
6,492,34,H
6,493,36,N
6,494,36,N
6,495,36,N
6,496,36,N
6,497,36,N
6,498,36,N
6,499,32,V
6,500,36,N
6,501,23,H
6,502,36,N
6,503,34,V
6,504,36,V
6,505,36,N
6,506,36,N
6,507,22,V
6,508,36,N
6,509,36,N
6,510,36,N
6,511,36,N
6,512,36,N
6,513,36,N
6,514,35,V
6,515,33,H
6,516,36,H
6,517,36,N
6,518,36,N
6,519,36,N
6,520,36,N
6,521,36,N
6,522,36,N
6,523,36,N
6,524,36,N
6,525,36,N
6,526,36,V
6,527,36,N
6,528,36,N
6,529,33,V
6,530,36,N
6,531,36,N
6,532,30,V
6,533,36,N
6,534,36,N
6,535,36,N
6,536,36,V
6,537,36,N
6,538,36,N
6,539,36,N
6,540,33,H
6,541,36,N
6,542,36,N
6,543,36,N
6,544,36,N
6,545,36,N
6,546,36,N
6,547,36,V
6,548,26,V
6,549,36,N
6,550,36,N
6,551,36,N
6,552,24,V
6,553,36,N
6,554,36,N
6,555,36,N
6,556,36,N
6,557,36,N
6,558,36,N
6,559,36,N
6,560,36,N
6,561,32,V
6,562,36,N
6,563,35,V
6,564,36,N
6,565,36,N
6,566,36,N
6,567,36,N
6,568,36,N
6,569,36,N
6,570,36,N
6,571,28,H
6,572,36,N
6,573,36,N
6,574,36,N
6,575,36,N
6,576,31,D
6,577,36,N
6,578,36,N
6,579,36,N
6,580,36,N
6,581,36,N
6,582,36,N
6,583,36,D
6,584,36,N
6,585,31,D
6,586,36,N
6,587,36,N
6,588,34,H
6,589,30,V
6,590,35,V
6,591,28,D
6,592,36,N
6,593,36,N
6,594,36,N
6,595,36,N
6,596,36,N
6,597,36,N
6,598,36,N
6,599,35,H
6,600,36,N
6,601,26,V
6,602,36,N
6,603,36,N
6,604,32,V
6,605,36,N
6,606,36,D
6,607,36,N
6,608,34,V
6,609,36,N
6,610,36,N
6,611,36,N
6,612,36,N
6,613,36,N
6,614,36,N
6,615,36,N
6,616,36,N
6,617,36,N
6,618,36,N
6,619,36,N
6,620,36,N
6,621,36,N
6,622,34,D
6,623,33,H
6,624,36,N
6,625,26,H
6,626,36,V
6,627,36,N
6,628,36,N
6,629,36,N
6,630,36,D
6,631,36,N
6,632,36,N
6,633,32,H
6,634,36,N
6,635,36,N
6,636,36,N
6,637,36,N
6,638,36,N
6,639,22,H
6,640,34,H
6,641,36,N
6,642,36,N
6,643,36,N
6,644,36,N
6,645,36,N
6,646,36,V
6,647,36,N
6,648,36,N
6,649,36,N
6,650,36,N
6,651,36,N
6,652,36,N
6,653,36,N
6,654,36,N
6,655,36,N
6,656,36,N
6,657,32,H
6,658,36,N
6,659,31,V
6,660,36,N
6,661,36,N
6,662,36,N
6,663,36,N
6,664,36,N
6,665,32,H
6,666,36,N
6,667,36,N
6,668,36,N
6,669,36,N
6,670,36,N
6,671,36,N
6,672,30,V
6,673,36,H
6,674,36,N
6,675,36,N
6,676,36,N
6,677,36,N
6,678,36,N
6,679,36,N
6,680,36,N
6,681,36,N
6,682,36,N
6,683,36,N
6,684,36,N
6,685,35,V
6,686,36,N
6,687,36,N
6,688,34,V
6,689,30,V
6,690,36,N
6,691,27,D
6,692,36,N
6,693,36,N
6,694,36,N
6,695,26,V
6,696,36,N
6,697,36,N
6,698,35,V
6,699,36,N
6,700,36,N
6,701,36,N
6,702,35,D
6,703,35,V
6,704,36,N
6,705,34,V
6,706,36,N
6,707,23,H
6,708,36,N
6,709,36,N
6,710,36,N
6,711,36,N
6,712,36,N
6,713,35,V
6,714,36,N
6,715,36,N
6,716,36,N
6,717,34,V
6,718,26,V
6,719,36,N
6,720,36,N
6,721,36,N
6,722,32,V
6,723,36,N
6,724,36,N
6,725,36,N
6,726,36,N
6,727,36,N
6,728,35,D
6,729,36,N
6,730,36,N
6,731,31,V
6,732,29,V
6,733,36,N
6,734,36,N
6,735,36,N
6,736,35,V
6,737,36,N
6,738,36,N
6,739,36,N
6,740,36,N
6,741,36,N
6,742,17,D
6,743,35,H
6,744,36,N
6,745,36,N
6,746,36,N
6,747,36,N
6,748,35,H
6,749,36,N
6,750,36,N
6,751,36,N
6,752,25,H
6,753,36,N
6,754,36,H
6,755,36,N
6,756,36,N
6,757,36,N
6,758,36,N
6,759,36,N
6,760,21,H
6,761,36,N
6,762,36,N
6,763,36,N
6,764,36,N
6,765,36,N
6,766,29,V
6,767,36,N
6,768,36,N
6,769,36,N
6,770,36,N
6,771,36,N
6,772,36,N
6,773,36,N
6,774,35,V
6,775,36,N
6,776,36,N
6,777,36,N
6,778,36,N
6,779,36,N
6,780,27,D
6,781,34,V
6,782,36,N
6,783,36,H
6,784,36,N
6,785,36,N
6,786,35,H
6,787,36,N
6,788,36,N
6,789,36,N
6,790,31,H
6,791,26,D
6,792,36,N
6,793,36,N
6,794,36,N
6,795,31,V
6,796,36,N
6,797,36,N
6,798,27,V
6,799,24,H
6,800,36,N
6,801,36,N
6,802,36,N
6,803,36,N
6,804,36,N
6,805,32,H
6,806,36,N
6,807,36,N
6,808,36,N
6,809,36,N
6,810,36,N
6,811,36,N
6,812,36,N
6,813,36,N
6,814,36,N
6,815,36,N
6,816,36,N
6,817,33,V
6,818,34,V
6,819,36,N
6,820,36,N
6,821,36,N
6,822,36,N
6,823,35,H
6,824,36,N
6,825,35,H
6,826,36,N
6,827,36,N
6,828,36,N
6,829,36,N
6,830,36,N
6,831,36,N
6,832,36,N
6,833,36,N
6,834,36,N
6,835,32,H
6,836,36,N
6,837,36,N
6,838,34,V
6,839,36,N
6,840,36,N
6,841,36,N
6,842,27,V
6,843,36,N
6,844,33,H
6,845,36,N
6,846,36,N
6,847,35,H
6,848,36,N
6,849,36,N
6,850,36,N
6,851,36,N
6,852,36,N
6,853,36,N
6,854,36,N
6,855,36,N
6,856,36,N
6,857,36,N
6,858,36,N
6,859,36,N
6,860,36,N
6,861,36,N
6,862,36,N
6,863,36,N
6,864,36,N
6,865,36,N
6,866,36,N
6,867,36,N
6,868,36,N
6,869,36,N
6,870,36,N
6,871,36,N
6,872,36,N
6,873,36,N
6,874,36,H
6,875,36,N
6,876,36,N
6,877,36,N
6,878,36,N
6,879,36,N
6,880,36,N
6,881,36,N
6,882,36,N
6,883,36,N
6,884,36,N
6,885,36,N
6,886,36,N
6,887,36,N
6,888,36,N
6,889,36,N
6,890,36,N
6,891,36,N
6,892,36,N
6,893,36,N
6,894,36,N
6,895,36,N
6,896,36,N
6,897,36,N
6,898,35,V
6,899,24,H
6,900,36,N
6,901,33,V
6,902,36,N
6,903,36,N
6,904,36,N
6,905,36,N
6,906,36,N
6,907,36,N
6,908,36,N
6,909,27,H
6,910,36,N
6,911,36,N
6,912,36,N
6,913,36,N
6,914,36,N
6,915,36,N
6,916,36,N
6,917,36,N
6,918,35,H
6,919,36,N
6,920,36,N
6,921,36,N
6,922,36,N
6,923,32,D
6,924,36,N
6,925,36,N
6,926,36,N
6,927,33,V
6,928,24,D
6,929,36,N
6,930,35,H
6,931,36,N
6,932,36,V
6,933,36,N
6,934,36,N
6,935,31,V
6,936,36,N
6,937,34,D
6,938,34,H
6,939,32,H
6,940,36,N
6,941,36,N
6,942,34,H
6,943,36,N
6,944,36,N
6,945,36,N
6,946,36,N
6,947,35,H
6,948,24,D
6,949,33,V
6,950,36,H
6,951,36,N
6,952,36,N
6,953,36,N
6,954,22,V
6,955,24,D
6,956,36,N
6,957,36,N
6,958,36,N
6,959,31,V
6,960,36,N
6,961,36,N
6,962,33,V
6,963,31,V
6,964,36,N
6,965,36,N
6,966,20,H
6,967,36,N
6,968,36,N
6,969,36,N
6,970,32,V
6,971,36,N
6,972,36,N
6,973,36,N
6,974,36,N
6,975,36,N
6,976,36,N
6,977,36,N
6,978,36,N
6,979,21,V
6,980,36,N
6,981,36,N
6,982,32,H
6,983,36,N
6,984,36,N
6,985,36,N
6,986,36,N
6,987,36,N
6,988,35,H
6,989,36,N
6,990,29,D
6,991,36,D
6,992,33,V
6,993,32,H
6,994,36,N
6,995,36,N
6,996,36,N
6,997,36,N
6,998,36,N
6,999,36,N
6,1000,36,N
6,1001,35,V
6,1002,36,N
6,1003,36,N
6,1004,36,N
6,1005,36,N
6,1006,36,N
6,1007,36,N
6,1008,30,H
6,1009,36,N
6,1010,36,N
6,1011,36,N
6,1012,36,N
6,1013,30,V
6,1014,34,H
6,1015,36,N
6,1016,36,N
6,1017,36,N
6,1018,36,N
6,1019,36,N
6,1020,36,N
6,1021,36,N
6,1022,36,N
6,1023,34,H
6,1024,36,N
6,1025,22,V
6,1026,36,N
6,1027,36,N
6,1028,36,N
6,1029,36,N
6,1030,36,N
6,1031,36,N
6,1032,35,V
6,1033,36,N
6,1034,36,N
6,1035,36,N
6,1036,36,N
6,1037,36,N
6,1038,23,H
6,1039,36,N
6,1040,36,N
6,1041,36,N
6,1042,36,N
6,1043,36,N
6,1044,36,N
6,1045,31,D
6,1046,36,N
6,1047,36,N
6,1048,36,H
6,1049,31,H
6,1050,28,D
6,1051,36,N
6,1052,31,V
6,1053,36,N
6,1054,35,H
6,1055,36,N
6,1056,36,N
6,1057,36,N
6,1058,35,H
6,1059,32,V
6,1060,36,N
6,1061,36,N
6,1062,36,N
6,1063,28,V
6,1064,36,N
6,1065,36,N
6,1066,36,N
6,1067,29,V
6,1068,27,H
6,1069,33,V
6,1070,33,D
6,1071,36,N
6,1072,36,N
6,1073,36,N
6,1074,36,N
6,1075,36,N
6,1076,36,N
6,1077,36,N
6,1078,22,V
6,1079,36,N
6,1080,36,N
6,1081,35,D
6,1082,36,N
6,1083,36,N
6,1084,33,H
6,1085,36,N
6,1086,36,N
6,1087,36,N
6,1088,36,N
6,1089,25,D
6,1090,30,H
6,1091,36,N
6,1092,36,N
6,1093,30,H
6,1094,36,N
6,1095,36,N
6,1096,23,H
6,1097,36,N
6,1098,36,N
6,1099,36,N
6,1100,36,N
6,1101,36,V
6,1102,27,V
6,1103,36,N
6,1104,36,N
6,1105,36,N
6,1106,32,D
6,1107,36,N
6,1108,36,N
6,1109,33,V
6,1110,33,V
6,1111,36,V
6,1112,36,N
6,1113,33,V
6,1114,36,N
6,1115,36,N
6,1116,32,V
6,1117,36,N
6,1118,36,N
6,1119,36,N
6,1120,30,V
6,1121,36,N
6,1122,36,N
6,1123,36,N
6,1124,31,V
6,1125,36,N
6,1126,36,N
6,1127,36,N
6,1128,36,H
6,1129,36,N
6,1130,36,N
6,1131,36,N
6,1132,33,H
6,1133,36,N
6,1134,36,N
6,1135,36,N
6,1136,36,N
6,1137,36,N
6,1138,31,V
6,1139,36,N
6,1140,36,N
6,1141,36,N
6,1142,36,N
6,1143,34,H
6,1144,36,N
6,1145,36,V
6,1146,24,H
6,1147,28,H
6,1148,36,N
6,1149,36,N
6,1150,36,N
6,1151,22,H
6,1152,36,N
6,1153,36,N
6,1154,36,N
6,1155,36,N
6,1156,36,N
6,1157,36,N
6,1158,35,D
6,1159,36,N
6,1160,36,V
6,1161,36,N
6,1162,28,V
6,1163,36,N
6,1164,36,N
6,1165,36,N
6,1166,36,N
6,1167,36,N
6,1168,36,V
6,1169,31,D
6,1170,36,N
6,1171,36,N
6,1172,36,N
6,1173,36,N
6,1174,36,N
6,1175,36,N
6,1176,36,N
6,1177,36,N
6,1178,36,N
6,1179,36,N
6,1180,36,N
6,1181,36,N
6,1182,31,V
6,1183,36,N
6,1184,36,N
6,1185,36,N
6,1186,36,N
6,1187,35,H
6,1188,36,H
6,1189,36,N
6,1190,36,H
6,1191,36,N
6,1192,30,V
6,1193,36,N
6,1194,36,N
6,1195,36,N
6,1196,36,N
6,1197,31,H
6,1198,36,N
6,1199,36,N
6,1200,36,N
6,1201,36,N
6,1202,36,N
6,1203,35,V
6,1204,36,H
6,1205,36,N
6,1206,36,N
6,1207,35,H
6,1208,36,N
6,1209,36,N
6,1210,36,N
6,1211,32,H
6,1212,29,D
6,1213,36,N
6,1214,36,N
6,1215,36,N
6,1216,30,H
6,1217,36,N
6,1218,36,N
6,1219,36,N
6,1220,36,N
6,1221,31,D
6,1222,36,N
6,1223,36,N
6,1224,36,N
6,1225,36,N
6,1226,36,N
6,1227,36,N
6,1228,36,N
6,1229,36,N
6,1230,36,N
6,1231,36,N
6,1232,36,N
6,1233,36,N
6,1234,36,N
6,1235,36,N
6,1236,34,V
6,1237,36,N
6,1238,36,N
6,1239,36,N
6,1240,36,N
6,1241,36,H
6,1242,36,N
6,1243,30,V
6,1244,36,N
6,1245,36,N
6,1246,36,N
6,1247,36,N
6,1248,36,N
6,1249,36,N
6,1250,35,H
6,1251,36,N
6,1252,36,H
6,1253,36,N
6,1254,36,N
6,1255,36,N
6,1256,36,N
6,1257,36,N
6,1258,36,N
6,1259,36,N
6,1260,34,H
6,1261,36,N
6,1262,36,N
6,1263,36,N
6,1264,36,N
6,1265,36,N
6,1266,36,N
6,1267,36,N
6,1268,35,V
6,1269,33,V
6,1270,36,N
6,1271,31,V
6,1272,36,D
6,1273,36,N
6,1274,35,H
6,1275,36,N
6,1276,36,N
6,1277,36,N
6,1278,36,N
6,1279,36,N
6,1280,36,N
6,1281,36,N
6,1282,36,H
6,1283,36,N
6,1284,36,N
6,1285,36,N
6,1286,36,N
6,1287,36,N
6,1288,36,N
6,1289,36,N
6,1290,23,H
6,1291,32,H
6,1292,36,N
6,1293,36,N
6,1294,25,H
6,1295,36,N
6,1296,36,N
6,1297,34,H
6,1298,33,V
6,1299,36,N
6,1300,36,N
6,1301,36,N
6,1302,36,N
6,1303,36,N
6,1304,36,N
6,1305,36,N
6,1306,36,D
6,1307,36,N
6,1308,33,V
6,1309,27,D
6,1310,36,N
6,1311,24,V
6,1312,36,N
6,1313,36,N
6,1314,36,N
6,1315,36,N
6,1316,36,N
6,1317,36,N
6,1318,36,N
6,1319,36,N
6,1320,30,H
6,1321,36,N
6,1322,36,N
6,1323,36,N
6,1324,32,H
6,1325,36,N
6,1326,36,N
6,1327,36,N
6,1328,36,N
6,1329,36,N
6,1330,36,N
6,1331,32,V
6,1332,36,N
6,1333,36,N
6,1334,36,N
6,1335,36,N
6,1336,36,N
6,1337,32,V
6,1338,36,N
6,1339,35,V
6,1340,36,N
6,1341,36,D
6,1342,36,N
6,1343,31,V
6,1344,36,N
6,1345,36,N
6,1346,36,N
6,1347,36,N
6,1348,36,N
6,1349,36,H
6,1350,36,N
6,1351,36,N
6,1352,36,N
6,1353,36,N
6,1354,32,H
6,1355,36,N
6,1356,36,N
6,1357,36,N
6,1358,35,V
6,1359,35,H
6,1360,36,N
6,1361,36,H
6,1362,36,N
6,1363,36,N
6,1364,36,N
6,1365,36,N
6,1366,36,N
6,1367,36,N
6,1368,36,V
6,1369,36,N
6,1370,33,H
6,1371,36,N
6,1372,36,N
6,1373,36,N
6,1374,36,N
6,1375,36,N
6,1376,36,H
6,1377,36,N
6,1378,36,N
6,1379,36,N
6,1380,35,D
6,1381,32,V
6,1382,36,N
6,1383,36,N
6,1384,36,D
6,1385,36,N
6,1386,36,N
6,1387,36,N
6,1388,36,N
6,1389,36,N
6,1390,36,N
6,1391,36,N
6,1392,36,N
6,1393,36,N
6,1394,36,H
6,1395,36,N
6,1396,36,N
6,1397,36,N
6,1398,36,N
6,1399,36,N
6,1400,36,N
6,1401,32,V
6,1402,36,N
6,1403,36,N
6,1404,30,V
6,1405,36,N
6,1406,36,N
6,1407,36,N
6,1408,36,N
6,1409,36,N
6,1410,31,D
6,1411,36,N
6,1412,36,N
6,1413,36,N
6,1414,36,N
6,1415,36,N
6,1416,25,H
6,1417,36,N
6,1418,36,N
6,1419,36,N
6,1420,36,N
6,1421,35,V
6,1422,36,N
6,1423,27,D
6,1424,36,N
6,1425,36,D
6,1426,36,N
6,1427,36,N
6,1428,36,N
6,1429,36,N
6,1430,36,N
6,1431,36,N
6,1432,36,N
6,1433,36,N
6,1434,36,N
6,1435,36,N
6,1436,26,V
6,1437,36,N
6,1438,36,N
6,1439,36,V
6,1440,36,N
6,1441,29,H
6,1442,36,N
6,1443,36,N
6,1444,36,N
6,1445,36,N
6,1446,36,N
6,1447,36,D
6,1448,36,N
6,1449,36,N
6,1450,36,N
6,1451,36,N
6,1452,36,N
6,1453,36,N
6,1454,36,N
6,1455,36,N
6,1456,31,V
6,1457,36,N
6,1458,36,N
6,1459,36,N
6,1460,22,V
6,1461,36,N
6,1462,36,N
6,1463,30,V
6,1464,36,N
6,1465,36,N
6,1466,36,N
6,1467,36,N
6,1468,27,H
6,1469,36,N
6,1470,36,N
6,1471,36,N
6,1472,34,D
6,1473,36,N
6,1474,36,N
6,1475,36,N
6,1476,32,H
6,1477,32,H
6,1478,36,N
6,1479,35,V
6,1480,36,N
6,1481,36,N
6,1482,36,N
6,1483,36,N
6,1484,36,V
6,1485,29,V
6,1486,36,N
6,1487,36,N
6,1488,36,N
6,1489,36,N
6,1490,36,N
6,1491,36,N
6,1492,36,N
6,1493,29,H
6,1494,36,N
6,1495,35,H
6,1496,36,V
6,1497,36,N
6,1498,31,H
6,1499,36,N
6,1500,36,N
6,1501,36,N
6,1502,36,N
6,1503,36,N
6,1504,36,N
6,1505,36,N
6,1506,36,N
6,1507,22,H
6,1508,36,N
6,1509,36,N
6,1510,34,V
6,1511,36,N
6,1512,36,N
6,1513,36,N
6,1514,36,N
6,1515,25,H
6,1516,23,H
6,1517,36,N
6,1518,36,N
6,1519,36,N
6,1520,27,V
6,1521,36,N
6,1522,36,N
6,1523,36,N
6,1524,24,D
6,1525,36,N
6,1526,36,N
6,1527,36,N
6,1528,36,N
6,1529,29,D
6,1530,32,V
6,1531,36,N
6,1532,36,N
6,1533,35,V
6,1534,36,N
6,1535,36,N
6,1536,36,N
6,1537,36,N
6,1538,36,N
6,1539,36,H
6,1540,36,N
6,1541,32,V
6,1542,36,N
6,1543,36,N
6,1544,36,N
6,1545,28,H
6,1546,36,N
6,1547,36,N
6,1548,36,N
6,1549,36,N
6,1550,36,N
6,1551,36,N
6,1552,36,N
6,1553,36,V
6,1554,36,N
6,1555,29,H
6,1556,36,N
6,1557,36,N
6,1558,24,V
6,1559,36,N
6,1560,36,V
6,1561,36,N
6,1562,36,N
6,1563,29,V
6,1564,32,V
6,1565,36,N
6,1566,36,N
6,1567,36,N
6,1568,36,N
6,1569,36,N
6,1570,31,V
6,1571,36,N
6,1572,28,D
6,1573,36,N
6,1574,36,N
6,1575,36,N
6,1576,28,V
6,1577,36,N
6,1578,36,N
6,1579,36,N
6,1580,36,N
6,1581,34,D
6,1582,36,N
6,1583,36,N
6,1584,36,N
6,1585,36,N
6,1586,36,N
6,1587,36,N
6,1588,36,N
6,1589,31,V
6,1590,36,N
6,1591,36,N
6,1592,36,N
6,1593,36,N
6,1594,36,N
6,1595,33,D
6,1596,36,N
6,1597,36,N
6,1598,36,N
6,1599,36,N
6,1600,36,N
6,1601,34,H
6,1602,36,N
6,1603,36,N
6,1604,35,H
6,1605,36,N
6,1606,36,N
6,1607,36,V
6,1608,33,H
6,1609,36,N
6,1610,36,H
6,1611,24,V
6,1612,36,N
6,1613,36,N
6,1614,36,N
6,1615,36,N
6,1616,36,N
6,1617,36,N
6,1618,36,N
6,1619,34,V
6,1620,36,N
6,1621,34,H
6,1622,36,N
6,1623,36,N
6,1624,36,N
6,1625,36,N
6,1626,36,N
6,1627,36,N
6,1628,36,N
6,1629,28,H
6,1630,36,N
6,1631,36,N
6,1632,36,N
6,1633,31,V
6,1634,36,N
6,1635,36,N
6,1636,36,N
6,1637,36,N
6,1638,36,N
6,1639,36,N
6,1640,36,N
6,1641,36,N
6,1642,36,N
6,1643,36,N
6,1644,36,N
6,1645,36,N
6,1646,36,N
6,1647,36,N
6,1648,32,V
6,1649,36,V
6,1650,32,V
6,1651,36,N
6,1652,36,N
6,1653,36,N
6,1654,36,N
6,1655,36,N
6,1656,34,H
6,1657,36,N
6,1658,25,V
